"Product/Service Name","Variant Name","Quantity on hand","Item type","Single,parent or variant?","Category","SKU","Taxable","Option 1 name","Option 1 value","Option 2 name","Option 2 value","Option 3 name","Option 3 value","Option 4 name","Option 4 value","Option 5 name","Option 5 value","Price","Cost","Income Account","Expense Account","Inventory asset account","Sales Description","Purchase Description","Reorder Point"
"Moxa MGate 5122 CANopen","Moxa MGate 5122 CANopen",0,"Non-Inventory","Single",,"MGate 5122","No","","","","","","","","","","",,,"Services","Purchases","","1-port/J1939-to-EtherNet/IP gateways,10 to 60C operating temperature","1-port/J1939-to-EtherNet/IP gateways,10 to 60C operating temperature",
"MultiColored T-Shirt Rags – 25lb Box","MultiColored T-Shirt Rags – 25lb Box",0,"Non-Inventory","Single",,"20-202-B","No","","","","","","","","","","",,,"Services","Purchases","","Recycled Cotton Knit Shop Rags – Low Lint Cleaning Cloths for Mechanics, Oil Changes, Industrial and Commercial Use","Recycled Cotton Knit Shop Rags – Low Lint Cleaning Cloths for Mechanics, Oil Changes, Industrial and Commercial Use",
"NL-NJ-018B - Duckbill -  Black","NL-NJ-018B - Duckbill -  Black",0,"Non-Inventory","Single",,"CUS006","No","","","","","","","","","","",11.99,,"Services","","","Duckbill Black 1.120 x 1.500
Customer item: NL-NJ-018B",,
"NSK 22224CAME4","NSK 22224CAME4",0,"Non-Inventory","Single","Bearings","22224CAME4","No","","","","","","","","","","",749.99,600,"Services","Purchases","","Spherical Roller Bearing - 120 mm ID, 215 mm OD, 58 mm Width, Straight Bore, Open, C0","Spherical Roller Bearing - 120 mm ID, 215 mm OD, 58 mm Width, Straight Bore, Open, C0",
"NYLATRON WASHER   ø.26x.50ODx.02-.04 THICK","NYLATRON WASHER   ø.26x.50ODx.02-.04 THICK",0,"Non-Inventory","Single",,"F4S000800","Yes","","","","","","","","","","",41.25,,"Sales of Product Income","Cost of goods sold","","Specifications:","Specifications:",
"Narrow Power-Wedge Cog V-Belt, 3VX250","Narrow Power-Wedge Cog V-Belt, 3VX250",0,"Non-Inventory","Single",,"3VX250","No","","","","","","","","","","",,,"Services","Purchases","","3VX, 3/8 in Top Width, 1 Strand, 25 in Nominal Outside Length","3VX, 3/8 in Top Width, 1 Strand, 25 in Nominal Outside Length",
"Narrow Super HC V-Belt, 3VX450","Narrow Super HC V-Belt, 3VX450",0,"Non-Inventory","Single",,"3VX450","No","","","","","","","","","","",,,"Services","Purchases","","3VX, 3/8 in Top Width, 1 Strand, 45 in Nominal Outside Length","3VX, 3/8 in Top Width, 1 Strand, 45 in Nominal Outside Length",
"Needle Bearing","Needle Bearing",0,"Service","Single",,,"Yes","","","","","","","","","","",,,"Services","Purchases","",,,
"Needle Roller Bearing Inner Ring, MI-16-N","Needle Roller Bearing Inner Ring, MI-16-N",0,"Non-Inventory","Single","Bearings:Needle Roller Bearing","MI-16-N","No","","","","","","","","","","",14.49,,"Services","Purchases","","1 inch Bore, 1.2491 inch OD, 1.01 inch Width
Customer item: M18917","1 inch Bore, 1.2491 inch OD, 1.01 inch Width",
"Needle Roller Bearing Without Inner Ring, GR-12-N","Needle Roller Bearing Without Inner Ring, GR-12-N",0,"Non-Inventory","Single","Bearings:Needle Roller Bearing","GR-12-N","No","","","","","","","","","","",34.99,27.4,"Services","Purchases","","¾ inch Bore, 1¼ inch OD, ¾ inch Width
Customer item: M20578","¾ inch Bore, 1¼ inch OD, ¾ inch Width",
"Needle Roller Bearing without Inner Ring, GR-20-N","Needle Roller Bearing without Inner Ring, GR-20-N",0,"Non-Inventory","Single","Bearings:Needle Roller Bearing","GR-20-N","No","","","","","","","","","","",69.99,57,"Services","Purchases","","1¼ inch Bore, 1¾ inch OD, 1 inch Width
Customer item: M20577","1¼ inch Bore, 1¾ inch OD, 1 inch Width",
"Needle Roller Bearing, BR202820UU","Needle Roller Bearing, BR202820UU",0,"Non-Inventory","Single","Bearings:Needle Roller Bearing","BR202820UU","No","","","","","","","","","","",31.39,25.08,"Services","Purchases","","1¼ inch Bore, 1¾ inch OD, ø1.25 SHAFT
Customer item: M13078","1¼ inch Bore, 1¾ inch OD, ø1.25 SHAFT
Customer item: M13078",
"Needle Roller Bearing, BR324116","Needle Roller Bearing, BR324116",0,"Non-Inventory","Single","Bearings:Needle Roller Bearing","MR-32-N (BR 324116)","No","","","","","","","","","","",45.99,25.8,"Services","Purchases","","1.6250""ID X 2.5625""OD X 1.00"" W
Customer item: M18113","1.6250""ID X 2.5625""OD X 1.00"" W
Customer item: M18113",
"Needle Roller Bearing, MR-20-N","Needle Roller Bearing, MR-20-N",0,"Non-Inventory","Single","Bearings:Needle Roller Bearing","MR-20-N","No","","","","","","","","","","",30.49,23,"Services","Purchases","","1¼ inch Bore, 1¾ inch OD, 1 inch Width
Customer item: M18916","1¼ inch Bore, 1¾ inch OD, 1 inch Width
Customer item: M18916",
"Needle Roller Bearings, BR324120UU","Needle Roller Bearings, BR324120UU",0,"Non-Inventory","Single","Bearings:Needle Roller Bearing","BR324120UU","No","","","","","","","","","","",44.39,35.49,"Services","Purchases","","2 inch Bore, 2.56 inch OD, 1.25 inch Width
Customer item: M13450","2 inch Bore, 2.56 inch OD, 1.25 inch Width
Customer item: M13450",
"Needle-Roller Bearing ø¼id x7/16od x 7/16L Double Seal","Needle-Roller Bearing ø¼id x7/16od x 7/16L Double Seal",0,"Non-Inventory","Single",,"F4S000700","Yes","","","","","","","","","","",15.99,,"Sales","Cost of goods sold","","Needle-Roller Bearing ø¼id x7/16od x 7/16L Double Seal","Needle-Roller Bearing ø¼id x7/16od x 7/16L Double Seal",
"Neodymium Magnet High-Temperature, ½"" Thick, ¾"" OD","Neodymium Magnet High-Temperature, ½"" Thick, ¾"" OD",0,"Non-Inventory","Single","Magnet","F4S001300","No","","","","","","","","","","",12.99,,"Services","","","Customer item: M12426",,
"New Armstrong Pump & Marathon Electric Motor","New Armstrong Pump & Marathon Electric Motor",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",,,"Services","Purchases","","NEW Armstrong 4300 DBF size 4x11.5 rated 320 Gpm, 105 ft equipped with 20hp/3/230-460v/1800 rpm ODP motor.","NEW Armstrong 4300 DBF size 4x11.5 rated 320 Gpm, 105 ft equipped with 20hp/3/230-460v/1800 rpm ODP motor.",
"New Colored T-Shirt Rags","New Colored T-Shirt Rags",0,"Non-Inventory","Single",,"S-20685","No","","","","","","","","","","",,,"Services","Purchases","","New Rags- 50 lbs","New Rags- 50 lbs",
"Nexen 928100-MDU-875","Nexen 928100-MDU-875",0,"Non-Inventory","Single",,"928100-MDU-875","No","","","","","","","","","","",1041.99,833.04,"Services","Purchases","","Air Engaged, NEMA C-Face Mounted, Modular Series Of Clutches Brakes Or Clutch/Brakes","Air Engaged, NEMA C-Face Mounted, Modular Series Of Clutches Brakes Or Clutch/Brakes",
"Nice Bearing","Nice Bearing",0,"Non-Inventory","Single","Bearings:Ball Bearing","1616DCTNTG18","No","","","","","","","","","","",25,16.89,"Services","Purchases","","1616DCTNTG18
Precision Ground Radial Bearing - Straight Bore, 0.5000 in ID, 1.1250 in OD, 0.3750 in Width, Double Sealed, Without Snap Ring","1616DCTNTG18
Precision Ground Radial Bearing - Straight Bore, 0.5000 in ID, 1.1250 in OD, 0.3750 in Width, Double Sealed, Without Snap Ring",
"Nord Drivesystems, HL RG IR, 203576095-200","Nord Drivesystems, HL RG IR, 203576095-200",0,"Non-Inventory","Single","Motor","203576095-200","No","","","","","","","","","","",1449.99,1200,"Services","Purchases","","172.1-71L/4 CUS BRE5","172.1-71L/4 CUS BRE5",
"Nu-Calgon 4291-18","Nu-Calgon 4291-18",0,"Non-Inventory","Single",,"4291-18","No","","","","","","","","","","",,,"Services","Purchases","","Nu-Brite Aerosol Coil Cleaner","Nu-Brite Aerosol Coil Cleaner",
"Nyliner Bushing 1/2 ID, 11/32""L","Nyliner Bushing 1/2 ID, 11/32""L",0,"Non-Inventory","Single",,"F4S000900","Yes","","","","","","","","","","",6.99,,"Sales","Cost of goods sold","","Nyliner Bushing 1/2 ID, 11/32""L","Nyliner Bushing 1/2 ID, 11/32""L",
"Nylon Lock Nut, 1/2-13","Nylon Lock Nut, 1/2-13",0,"Non-Inventory","Single",,"120502","No","","","","","","","","","","",1.14,0.76,"Services","Purchases","","120502","120502",
"Nylon SS Brown Cable","Nylon SS Brown Cable",0,"Non-Inventory","Single",,"1121587","No","","","","","","","","","","",29.99,24.63,"Services","Purchases","","126”long 1/16”-1121587 nylon SS brown cable","126”long 1/16”-1121587 nylon SS brown cable",
"Nylon Sling","Nylon Sling",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",49.99,37.284,"Services","Purchases","","EE1-801 1"" 1-PLY EYE & EYE NYLON SLING HD
Length : 13.00000 FT
Eye Size: 4""
*** VA 1160411***
WLL:V=1600# C=1200# B=3200#","EE1-801 1"" 1-PLY EYE & EYE NYLON SLING HD
Length : 13.00000 FT
Eye Size: 4""
*** VA 1160411***
WLL:V=1600# C=1200# B=3200#",
"O ring, 160-01-303","O ring, 160-01-303",0,"Non-Inventory","Single",,"160-01-303","No","","","","","","","","","","",27.99,22.24,"Services","Purchases","",,,
"O ring, 160-01-475","O ring, 160-01-475",0,"Non-Inventory","Single",,"160-01-475","No","","","","","","","","","","",41.99,33.57,"Services","Purchases","",,,
"OZ Lifting Products, 500 lbs., OBHW500","OZ Lifting Products, 500 lbs., OBHW500",0,"Non-Inventory","Single",,"OBHW500, 6471372","No","","","","","","","","","","",,,"Services","Purchases","","Electric Builders Hoist, Capacity 500 lb, Lift Height 90 ft","Electric Builders Hoist, Capacity 500 lb, Lift Height 90 ft",
"Oil Seal, 160-01-381","Oil Seal, 160-01-381",0,"Non-Inventory","Single",,"160-01-381","No","","","","","","","","","","",26.97,20.23,"Services","Purchases","","Brake Parts","Brake Parts",
"Oil Seal, HAR-50X70X10ADL","Oil Seal, HAR-50X70X10ADL",0,"Non-Inventory","Single","Seal","HAR-50X70X10ADL","No","","","","","","","","","","",6.14,4.44,"Services","Purchases","","Oil Seal Material: NBR (Nitrile Butadiene Rubber), 50 mm (ID) X 70 mm (OD) X 10 mm (W), Operating Temperature: -25 to 120 degC.
Customer item: M13159","Oil Seal Material: NBR (Nitrile Butadiene Rubber), 50 mm (ID) X 70 mm (OD) X 10 mm (W), Operating Temperature: -25 to 120 degC.
Customer item: M13159",
"Orion Fans, OD1238-24HBXC","Orion Fans, OD1238-24HBXC",0,"Non-Inventory","Single",,"OD1238-24HBXC","No","","","","","","","","","","",,,"Services","Purchases","","DC Fans DC Fan, High Performance, 120x120x38mm, 24VDC, 200CFM, 0.98A, 61dBA, Ball, Wire","DC Fans DC Fan, High Performance, 120x120x38mm, 24VDC, 200CFM, 0.98A, 61dBA, Ball, Wire",
"Osborn OG-80 Safety Lockout","Osborn OG-80 Safety Lockout",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",,,"Services","Purchases","","Safety Lockout Ragout Hasp Vinyl Coated Aluminum 1 inch","Safety Lockout Ragout Hasp Vinyl Coated Aluminum 1 inch",
"Over Size Roller Chain 2082","Over Size Roller Chain 2082",0,"Non-Inventory","Single",,"802258","No","","","","","","","","","","",,,"Services","Purchases","","14-1/2ft Long 2” Pitch","14-1/2ft Long 2” Pitch",
"Overhaul kit SV 1040 C / D, 0994567103","Overhaul kit SV 1040 C / D, 0994567103",0,"Non-Inventory","Single",,"0994567103","No","","","","","","","","","","",1051.97,766,"Services","Purchases","","Vanes Aerodur 274 Zirkon","Vanes Aerodur 274 Zirkon",
"Oversized Sprocket, 1027264","Oversized Sprocket, 1027264",0,"Non-Inventory","Single",,"1027264 - 50B40 27A","No","","","","","","","","","","",79,67.15,"Services","Purchases","","SPR 50B40 27 A TF","1027264 - 50B40 27A",
"PBB Step caster Swivel with Plate","PBB Step caster Swivel with Plate",0,"Non-Inventory","Single","Casters","PBB Step","No","","","","","","","","","","",256.99,205,"Services","Purchases","","PBB Step Caster Swivel Dimensions 6 X 2 Inch weight 2500lbs with plate 6.250X4.50 inches","PBB Step Caster Swivel Dimensions 6 X 2 Inch weight 2500lbs with plate 6.250X4.50 inches",
"PERMA Flex Automatic Lubrication Systems 125cc Mobil Grease XHP 221","PERMA Flex Automatic Lubrication Systems 125cc Mobil Grease XHP 221",0,"Non-Inventory","Single",,"B0D9C83CNH","No","","","","","","","","","","",99.99,79.3715,"Services","Purchases","","Can be used for inside and outside applications at temperatures ranging from -4 °F to 140 °F (-20 °C to 60 °C)","Can be used for inside and outside applications at temperatures ranging from -4 °F to 140 °F (-20 °C to 60 °C)",
"PHILIPS ICN-3P32-N BALLAST","PHILIPS ICN-3P32-N BALLAST",0,"Non-Inventory","Single",,"ICN-3P32-N","Yes","","","","","","","","","","",,,"Services","","","Electronic Ballast, Lamp Type T8 Lamps, Voltage 120/277.",,
"PHOTOCRAFT TRI-TRONICS INCREMENTAL SHAFT ENCODER HS20.5-P64AJ/8-30S M220 ST. 5- FB2B-20","PHOTOCRAFT TRI-TRONICS INCREMENTAL SHAFT ENCODER HS20.5-P64AJ/8-30S M220 ST. 5- FB2B-20",0,"Non-Inventory","Single",,"HS20.5-P64AJ/8-30S M220 ST. 5- FB2B-20","No","","","","","","","","","","",472.76,378.21,"Services","Purchases","","HS20/R20 WITH 16MM SIDE CONNECTOR M220","HS20/R20 WITH 16MM SIDE CONNECTOR M220",
"PHOTOCRAFT TRI-TRONICS INCREMENTAL SHAFT ENCODER HS20.5-P64AJ/8-30S3","PHOTOCRAFT TRI-TRONICS INCREMENTAL SHAFT ENCODER HS20.5-P64AJ/8-30S3",0,"Non-Inventory","Single",,"HS20.5-P64AJ/8-30S3","No","","","","","","","","","","",334.25,267.15,"Services","Purchases","","Programmable HS20 hollow shaft encoder with one output, anti-jitter feature. Push-Pull Output Circuit. 4-pin 12mm connector. 1/2"" Shaft Bore.","Programmable HS20 hollow shaft encoder with one output, anti-jitter feature. Push-Pull Output Circuit. 4-pin 12mm connector. 1/2"" Shaft Bore.",
"PITTSBURGH 2 Ton Capacity Foldable Shop Crane","PITTSBURGH 2 Ton Capacity Foldable Shop Crane",0,"Non-Inventory","Single",,"58755","No","","","","","","","","","","",499.99,,"Services","Purchases","","Boom extends from 41 inch. to 61-3/4 inch.
Maximum crane height adjusts from 75-3/16 inch. to 90-1/2 inch.
Working Load: 4000 lbs","Boom extends from 41 inch. to 61-3/4 inch.
Maximum crane height adjusts from 75-3/16 inch. to 90-1/2 inch.
Working Load: 4000 lbs",
"POWER-LOCK, PL1""","POWER-LOCK, PL1""",0,"Non-Inventory","Single","Power Lock","C200E-100","No","","","","","","","","","","",69.99,49.66,"Services","Purchases","","Carbon Steel Keyless Locking Device, Inch size range: 3/4 inch thru 11-13/16 inch
Customer item: M3459","Carbon Steel Keyless Locking Device, Inch size range: 3/4 inch thru 11-13/16 inch
Customer item: M3459",
"PRATT MECHANICA LIMIT SWITCH, LSVT-L-000","PRATT MECHANICA LIMIT SWITCH, LSVT-L-000",0,"Non-Inventory","Single",,"LSVT-L-000","No","","","","","","","","","","",356.25,285,"Services","Purchases","","ELECTRICAL RATING 16A 1/2HP 125/250VAC

 0.6A 125VDC 0.3A 250VD, Aluminum Housing, NEMA 4 Enclosure","ELECTRICAL RATING 16A 1/2HP 125/250VAC

 0.6A 125VDC 0.3A 250VD, Aluminum Housing, NEMA 4 Enclosure",
"PT3D Protect3 Safety Wire Gl","PT3D Protect3 Safety Wire Gl",0,"Non-Inventory","Single",,"13"" X 57” X 1/4”","No","","","","","","","","","","",1554.74,1078.18,"Services","Purchases","","1/4"" Thickness, CAT II Impact Safety Rated, UL Tested & Labeled, for 45-90 Minute Fire Rated Door & Window Assemblies (Fire Rating Based on Size & Assembly Type, (Labeling: ANSI/UL 10C, ANSI Z97.1-2004 U A CPSC 16CFR1201 CAT II) Fire Rating: 45 MIN FIRE LABEL, Assembly Type:_(Doors). Size:  (W x Ht.):_13"" X 57” X 1/4”","1/4"" Thickness, CAT II Impact Safety Rated, UL Tested & Labeled, for 45-90 Minute Fire Rated Door & Window Assemblies (Fire Rating Based on Size & Assembly Type, (Labeling: ANSI/UL 10C, ANSI Z97.1-2004 U A CPSC 16CFR1201 CAT II) Fire Rating: 45 MIN FIRE LABEL, Assembly Type:_(Doors). Size:  (W x Ht.):_13"" X 57” X 1/4”",
"PTFE Thread Seal Tape - 1/2"" x 520"", White","PTFE Thread Seal Tape - 1/2"" x 520"", White",0,"Non-Inventory","Single",,"PTFE12-520","No","","","","","","","","","","",,,"Services","Purchases","","Non-stick, flexible, and easy to tear for convenient use","Non-stick, flexible, and easy to tear for convenient use",
"PULLEY FLAT FACE MILD STEEL MAXIMUM CIRCULAR RUNOUT, UHF0643800QDSDS","PULLEY FLAT FACE MILD STEEL MAXIMUM CIRCULAR RUNOUT, UHF0643800QDSDS",0,"Non-Inventory","Single",,"UHF0643800QDSDS","No","","","","","","","","","","",779.99,621.95,"Services","Purchases","","6.500"" DIA. X 0.2500"" X 38"" LONG SDS CARBON STEEL HUBS, 1.438"" BORE - CARBON STEEL BUSHINGS INCLUDED, PAINT - SW ENAMEL RAL7024, BALANCING NOT INCLUDED","6.500"" DIA. X 0.2500"" X 38"" LONG SDS CARBON STEEL HUBS, 1.438"" BORE - CARBON STEEL BUSHINGS INCLUDED, PAINT - SW ENAMEL RAL7024, BALANCING NOT INCLUDED",
"PVK125 FSXFS-NA BLACK FR, 908103/ 16,154 mm","PVK125 FSXFS-NA BLACK FR, 908103/ 16,154 mm",0,"Non-Inventory","Single",,"908103/ 16,154 mm","No","","","","","","","","","","",1031.33,773.5,"Services","Purchases","","Length: 16,154 mm
Width: 914 mm
ADV Transtex: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener: HS-24 stainless 300","Length: 16,154 mm
Width: 914 mm
ADV Transtex: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener: HS-24 stainless 300",
"PVK125 FSXFS-NA BLACK FR, 908103/ 16,459 mm","PVK125 FSXFS-NA BLACK FR, 908103/ 16,459 mm",0,"Non-Inventory","Single",,"908103/ 16,459 mm","No","","","","","","","","","","",1046.8,785.1,"Services","Purchases","","Length: 16,459 mm
Width: 914 mm
ADV Transtex: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener: HS-24 stainless 300","Length: 16,459 mm
Width: 914 mm
ADV Transtex: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener: HS-24 stainless 300",
"PVK125 FSXFS-NA BLACK FR, 908103/ 18,898 mm","PVK125 FSXFS-NA BLACK FR, 908103/ 18,898 mm",0,"Non-Inventory","Single",,"908103/ 18,898 mm","No","","","","","","","","","","",984.76,738.57,"Services","Purchases","","Length: 18,898 mm
Width: 762 mm
ADV Transtex: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener: HS-24 stainless 300","Length: 18,898 mm
Width: 762 mm
ADV Transtex: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener: HS-24 stainless 300",
"PVK125 FSXFS-NA BLACK FR, 908103/ 18,898 mm, 914 mm","PVK125 FSXFS-NA BLACK FR, 908103/ 18,898 mm, 914 mm",0,"Non-Inventory","Single",,"908103/ 18,898 mm","No","","","","","","","","","","",1170.39,877.79,"Services","Purchases","","Length: 18,898 mm
Width: 914 mm
ADV Transtex: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener: HS-24 stainless 300","Length: 18,898 mm
Width: 914 mm
ADV Transtex: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener: HS-24 stainless 300",
"PVK125 FSXFS-NA BLACK FR, 908103/ 19,202 mm","PVK125 FSXFS-NA BLACK FR, 908103/ 19,202 mm",0,"Non-Inventory","Single",,"908103/ 19,202 mm","No","","","","","","","","","","",1185.79,889.34,"Services","Purchases","","Length: 19,202 mm
Width: 914 mm
ADV Transtex: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener: HS-24 stainless 300","Length: 19,202 mm
Width: 914 mm
ADV Transtex: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener: HS-24 stainless 300",
"PVK125 FSXFS-NA BLACK FR, 908103/ 20,117 mm","PVK125 FSXFS-NA BLACK FR, 908103/ 20,117 mm",0,"Non-Inventory","Single",,"908103/ 20,117 mm","No","","","","","","","","","","",1036.25,777.19,"Services","Purchases","","Length: 20,117 mm
Width: 762 mm
ADV Transtex: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener: HS-24 stainless 300","Length: 20,117 mm
Width: 762 mm
ADV Transtex: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener: HS-24 stainless 300",
"PVK125 FSXFS-NA BLACK FR, 908103/ 22,250 mm","PVK125 FSXFS-NA BLACK FR, 908103/ 22,250 mm",0,"Non-Inventory","Single",,"908103/ 22,250 mm","No","","","","","","","","","","",1340.24,1005.18,"Services","Purchases","","Length: 22,250 mm
Width: 914 mm
ADV Transtex: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener: HS-24 stainless 300","Length: 22,250 mm
Width: 914 mm
ADV Transtex: With mech. fasteners HS
Cut-off angle: 90
Mechanical Fastener: HS-24 stainless 300",
